title,genres
Unsullied,"Thriller, Action, Horror"
Session 9,"Horror, Mystery"
I Want Someone to Eat Cheese With,"Comedy, Romance"
Mooz-lum,Drama
Hatchet,"Comedy, Horror"
Modern Times,"Drama, Comedy"
Stolen Summer,"Drama, Family, Comedy"
My Name Is Bruce,"Comedy, Horror"
The Salon,Comedy
Road Hard,Comedy
Forty Shades of Blue,"Drama, Romance"
Amigo,"Drama, History, War"
Pontypool,"Horror, Mystery, Science Fiction"
Trucker,Drama
Me You and Five Bucks,"Romance, Comedy, Drama"
The Lords of Salem,"Horror, Thriller"
Housebound,"Horror, Comedy, Thriller"
Wal-Mart: The High Cost of Low Price,Documentary
Fetching Cody,"Comedy, Drama, Fantasy, Romance, Science Fiction"
Last I Heard,"Drama, Comedy"
Closer to the Moon,"Comedy, Drama"
Mutant World,Science Fiction
Growing Up Smith,"Comedy, Family, Drama"
Checkmate,"Thriller, Action, Crime"
#Horror,"Drama, Mystery, Horror, Thriller"
Wind Walkers,"Action, Horror, Thriller"
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family"
The Holy Girl,"Drama, Foreign"
Shalako,Western
Incident at Loch Ness,"Adventure, Comedy, Horror"
The Dog Lover,Drama
GirlHouse,"Horror, Thriller"
The Blue Room,"Drama, Crime, Thriller"
House at the End of the Drive,"Thriller, Horror"
Batman,"Family, Adventure, Comedy, Science Fiction, Crime"
"Lock, Stock and Two Smoking Barrels","Comedy, Crime"
The Ballad of Gregorio Cortez,Western
The Celebration,Drama
Trees Lounge,"Comedy, Drama"
Journey from the Fall,Drama
The Basket,Drama
Eddie: The Sleepwalking Cannibal,"Horror, Comedy"
Queen of the Mountains,"Drama, Action"
Def-Con 4,Science Fiction
The Hebrew Hammer,"Action, Comedy"
Neal 'n' Nikki,"Comedy, Romance"
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy
Forget Me Not,"Drama, Horror, Romance"
Rebecca,"Drama, Mystery"
Friday the 13th Part 2,"Horror, Thriller"
The Lost Weekend,Drama
C.H.U.D.,"Horror, Science Fiction"
Filly Brown,Drama
The Lion of Judah,"Adventure, Animation, Comedy, Family"
Niagara,"Crime, Drama, Thriller"
How Green Was My Valley,Drama
Da Sweet Blood of Jesus,"Thriller, Comedy, Romance"
"Sex, Lies, and Videotape",Drama
Saw,"Horror, Mystery, Crime"
Super Troopers,"Comedy, Crime, Mystery"
The Algerian,
The Amazing Catfish,"Comedy, Drama"
Monsoon Wedding,"Comedy, Drama, Romance"
You Can Count on Me,"Drama, Romance"
The Trouble with Harry,"Comedy, Mystery, Thriller"
But I'm a Cheerleader,Comedy
Home Run,Drama
Reservoir Dogs,"Crime, Thriller"
The Blue Bird,"Drama, Family, Fantasy"
"The Good, the Bad and the Ugly",Western
The Second Mother,Drama
Blue Like Jazz,"Drama, Comedy"
Down & Out With The Dolls,"Comedy, Music"
"Pink Ribbons, Inc.",Documentary
Certifiably Jonathan,Comedy
Desire,"Drama, Romance"
The Blade of Don Juan,"Drama, Comedy"
Grand Theft Parsons,"Crime, Comedy, Drama, Adventure"
Extreme Movie,Comedy
The Charge of the Light Brigade,"Action, Adventure, Drama, War"
Below Zero,"Thriller, Horror"
Crowsnest,
Airborne,"Action, Adventure, Comedy"
Cotton Comes to Harlem,"Action, Adventure"
The Wicked Within,Horror
Bleeding Hearts,Horror
Waiting...,Comedy
Dead Man's Shoes,"Drama, Thriller, Crime"
From a Whisper to a Scream,"Comedy, Horror"
Sex With Strangers,Documentary
Dracula: Pages from a Virgin's Diary,Horror
Faith Like Potatoes,Drama
Beyond the Black Rainbow,"Fantasy, Science Fiction, Horror"
The Raid,"Action, Thriller, Crime"
The Dead Undead,"Horror, Science Fiction, Action"
The Vatican Exorcisms,"Horror, Documentary, Mystery"
Casablanca,"Drama, Romance"
Lake Mungo,"Horror, Thriller"
Rocket Singh: Salesman of the Year,"Drama, Comedy, Romance"
Silent Running,"Adventure, Drama, Science Fiction"
Rocky,Drama
The Sleepwalker,Drama
Tom Jones,"Adventure, Comedy, History, Romance"
Unfriended,"Horror, Thriller"
Taxi Driver,"Crime, Drama"
The Howling,"Drama, Horror"
Dr. No,"Adventure, Action, Thriller"
Chernobyl Diaries,"Horror, Thriller"
Hellraiser,Horror
God's Not Dead 2,Drama
Cry_Wolf,"Horror, Thriller"
Godzilla 2000,"Adventure, Horror, Action, Science Fiction"
Blue Valentine,"Drama, Romance"
Transamerica,Drama
The Devil Inside,"Thriller, Horror"
Beyond the Valley of the Dolls,"Comedy, Drama, Thriller"
Love Me Tender,"Drama, Action, Western, Music, Romance"
An Inconvenient Truth,Documentary
Sands of Iwo Jima,"Action, Drama, History, War"
Shine a Light,"Documentary, Music"
The Green Inferno,"Action, Adventure, Horror, Thriller"
Departure,"Drama, Romance, Family"
The Sessions,"Drama, Romance, Comedy"
"Food, Inc.",Documentary
October Baby,Drama
Next Stop Wonderland,"Comedy, Drama, Romance"
The Skeleton Twins,Drama
Martha Marcy May Marlene,"Drama, Thriller"
Obvious Child,"Comedy, Romance"
Frozen River,Drama
20 Feet from Stardom,"Documentary, Music"
Two Girls and a Guy,"Drama, Romance"
Walking and Talking,"Comedy, Drama, Romance"
Who Killed the Electric Car?,Documentary
The Broken Hearts Club: A Romantic Comedy,"Comedy, Drama, Romance"
Bubba Ho-tep,"Comedy, Horror, Thriller, Mystery, Fantasy"
Slam,Drama
Brigham City,"Crime, Drama, Mystery, Thriller"
Fiza,"Drama, Foreign, Romance"
Orgazmo,Comedy
All the Real Girls,"Drama, Romance"
Dream with the Fishes,Comedy
Blue Car,Drama
Palo Alto,Drama
Ajami,"Crime, Drama"
Wristcutters: A Love Story,"Comedy, Drama, Fantasy, Romance"
I Origins,"Science Fiction, Drama"
The Battle of Shaker Heights,"Comedy, Drama, Romance"
The Act of Killing,Documentary
Taxi to the Dark Side,Documentary
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary
Guiana 1838,Drama
Lisa Picard Is Famous,
Antarctica: A Year on Ice,"Drama, Adventure, Documentary"
A LEGO Brickumentary,Documentary
Hardflip,"Drama, Action"
Chocolate: Deep Dark Secrets,Thriller
The House of the Devil,"Mystery, Horror"
The Perfect Host,"Comedy, Thriller, Crime"
Safe Men,"Comedy, Crime"
Speedway Junky,"Romance, Drama, Crime"
The Last Big Thing,"Comedy, Drama"
The Specials,"Action, Comedy"
16 to Life,"Comedy, Romance"
Alone With Her,"Crime, Drama, Romance, Thriller"
Creative Control,"Drama, Science Fiction"
Special,"Drama, Fantasy, Science Fiction"
Sparkler,
The Helix... Loaded,"Action, Comedy, Science Fiction"
In Her Line of Fire,"Drama, Action, Thriller"
The Jimmy Show,"Comedy, Drama"
Heli,"Crime, Drama"
Karachi se Lahore,"Family, Comedy"
Loving Annabelle,"Drama, Romance"
Hits,"Drama, Comedy"
Jimmy and Judy,"Action, Crime, Drama, Thriller"
Frat Party,"Comedy, Romance"
The Party's Over,Drama
Proud,Drama
The Poker House,Drama
Childless,
ZMD: Zombies of Mass Destruction,Horror
Snow White: A Deadly Summer,"Horror, Thriller"
Hidden Away,"Romance, Drama"
My Last Day Without You,"Comedy, Drama, Romance"
Steppin: The Movie,"Comedy, Romance"
Doc Holliday's Revenge,Western
Black Rock,"Thriller, Horror"
Truth or Dare,"Horror, Thriller, Mystery"
The Pet,"Drama, Thriller"
Bang Bang Baby,"Science Fiction, Drama, Music"
Fear Clinic,Horror
Zombie Hunter,"Comedy, Action, Science Fiction, Thriller"
A Fine Step,Drama
Charly,"Drama, Romance, Science Fiction"
Banshee Chapter,"Horror, Thriller"
Ask Me Anything,"Drama, Mystery, Thriller"
And Then Came Love,"Comedy, Romance"
Food Chains,Documentary
On the Waterfront,"Crime, Drama"
L!fe Happens,Comedy
"4 Months, 3 Weeks and 2 Days",Drama
The Horror Network Vol. 1,Horror
Hard Candy,"Drama, Thriller"
The Quiet,"Drama, Thriller"
Circumstance,Drama
Fruitvale Station,Drama
The Brass Teapot,"Comedy, Fantasy, Thriller"
Bambi,"Animation, Drama, Family"
The Hammer,Comedy
Latter Days,"Drama, Comedy, Romance"
Elza,Drama
1982,Drama
"For a Good Time, Call...",Comedy
Celeste & Jesse Forever,"Comedy, Drama, Romance"
Time Changer,"Comedy, Drama, Family, Science Fiction"
London to Brighton,"Crime, Drama, Thriller"
American Hero,"Action, Comedy, Science Fiction"
Windsor Drive,"Thriller, Mystery"
A Separation,Drama
Crying with Laughter,"Comedy, Drama, Thriller"
Welcome to the Dollhouse,"Comedy, Drama"
Ruby in Paradise,"Drama, Romance"
Raising Victor Vargas,"Drama, Romance"
Pandora's Box,"Drama, Thriller, Romance"
Harrison Montgomery,
Live-In Maid,"Drama, Foreign"
Deterrence,"Action, Drama, Mystery, Thriller"
The Mudge Boy,Drama
The Young Unknowns,Drama
Not Cool,Comedy
Dead Snow,"Horror, Comedy"
Saints and Soldiers,"Action, Adventure, Drama, History, War"
Vessel,"Horror, Science Fiction"
American Graffiti,"Comedy, Drama"
Iraq for Sale: The War Profiteers,Documentary
Aqua Teen Hunger Force Colon Movie Film for Theaters,"Animation, Comedy"
Safety Not Guaranteed,"Comedy, Romance, Science Fiction, Drama"
Kevin Hart: Laugh at My Pain,"Comedy, Documentary"
Kill List,"Horror, Thriller, Crime"
The Innkeepers,"Horror, Thriller"
The Conformist,Drama
Interview with the Assassin,"Drama, Thriller"
Donkey Punch,"Horror, Drama, Thriller, Crime"
All the Boys Love Mandy Lane,"Horror, Mystery, Thriller"
Bled,Horror
High Noon,Western
Hoop Dreams,Documentary
Rize,Documentary
L.I.E.,Drama
The Sisterhood of Night,"Mystery, Drama, Thriller"
B-Girl,"Crime, Drama, Music"
Half Nelson,Drama
Naturally Native,Drama
Hav Plenty,"Action, Comedy, Romance, Science Fiction, Thriller"
Adulterers,"Thriller, Crime, Drama"
Escape from Tomorrow,"Horror, Fantasy"
Starsuckers,"Documentary, Foreign"
The Hadza:  Last of the First,Documentary
After,"Mystery, Thriller"
Treachery,Drama
Walter,"Drama, Comedy"
Top Hat,"Comedy, Music, Romance"
The Blair Witch Project,"Horror, Mystery"
Woodstock,"History, Documentary, Music"
The Kentucky Fried Movie,Comedy
Mercy Streets,"Action, Adventure, Drama"
Carousel of Revenge,"Thriller, Mystery"
Broken Vessels,Drama
Water & Power,"Crime, Drama"
They Will Have to Kill Us First,"Music, Documentary"
Light from the Darkroom,
The Country Doctor,"Drama, Comedy"
The Maid's Room,Thriller
A Hard Day's Night,"Comedy, Music"
The Harvest (La Cosecha),Documentary
Love Letters,"Drama, Thriller"
Juliet and Alfa Romeo,"Comedy, Drama"
Fireproof,Drama
Faith Connections,"Documentary, Drama"
Benji,"Adventure, Family, Romance"
Open Water,"Drama, Thriller"
High Road,Comedy
Kingdom of the Spiders,"Horror, Science Fiction"
Mad Hot Ballroom,"Documentary, Family"
The Station Agent,"Drama, Comedy"
To Save A Life,Drama
Wordplay,Documentary
Beyond the Mat,Documentary
The Singles Ward,"Comedy, Drama, Family, Romance"
Osama,Drama
Sholem Aleichem: Laughing In The Darkness,Documentary
Groove,"Drama, Music, Romance"
The R.M.,"Comedy, Crime, Family"
Twin Falls Idaho,"Drama, Romance"
Mean Creek,"Crime, Drama"
Hurricane Streets,"Romance, Crime, Drama"
Never Again,"Comedy, Romance"
Civil Brand,"Crime, Drama, Thriller"
Lonesome Jim,"Comedy, Drama, Romance"
Drinking Buddies,"Romance, Drama"
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary
Seven Samurai,"Action, Drama"
The Other Dream Team,Documentary
Johnny Suede,"Comedy, Romance"
Finishing The Game,Comedy
Rubber,"Comedy, Drama, Fantasy, Horror, Mystery"
Kiss the Bride,"Drama, Comedy, Romance"
The Slaughter Rule,Drama
Monsters,"Drama, Thriller, Science Fiction"
The Californians,"Drama, Comedy"
The Living Wake,Comedy
Detention of the Dead,"Comedy, Horror"
Crazy Stone,"Action, Comedy"
Scott Walker: 30 Century Man,"Documentary, Music"
Everything Put Together,Drama
Good Kill,"Action, Drama, Thriller"
The Outrageous Sophie Tucker,
Now Is Good,"Drama, Romance"
Girls Gone Dead,"Horror, Comedy"
America Is Still the Place,
Subconscious,"Action, Thriller, Mystery"
Enter Nowhere,"Mystery, Science Fiction, Thriller"
El Rey de Najayo,"Crime, Drama"
Fight to the Finish,"Romance, Action"
Alleluia! The Devil's Carnival,"Music, Horror"
The Sound and the Shadow,"Thriller, Comedy, Mystery"
Rodeo Girl,Family
Born to Fly: Elizabeth Streb vs. Gravity,Documentary
The Little Ponderosa Zoo,
The Toxic Avenger,"Science Fiction, Action, Comedy, Horror"
Straight Out of Brooklyn,Drama
Bloody Sunday,"Action, Adventure, Drama, History"
Diamond Ruff,
Conversations with Other Women,"Drama, Romance"
Poultrygeist: Night of the Chicken Dead,"Horror, Comedy"
Mutual Friends,
42nd Street,"Music, Comedy, Romance"
Rise of the Entrepreneur: The Search for a Better Way,
Metropolitan,"Comedy, Drama"
As It Is in Heaven,"Romance, Drama, Comedy, Music"
Roadside,"Horror, Drama"
Napoleon Dynamite,Comedy
Blue Ruin,"Crime, Thriller"
Paranormal Activity,"Horror, Mystery"
Dogtown and Z-Boys,Documentary
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy"
Quinceañera,Drama
Gory Gory Hallelujah,
Tarnation,"Documentary, Drama"
I Want Your Money,Documentary
Love in the Time of Monsters,"Horror, Comedy"
The Beyond,Horror
What Happens in Vegas,"Comedy, Romance"
The Dark Hours,"Horror, Science Fiction, Thriller"
My Beautiful Laundrette,"Romance, Drama, Comedy"
Fabled,"Drama, Mystery, Thriller"
Show Me,"Drama, Thriller"
Cries and Whispers,Drama
Intolerance,Drama
Trekkies,Documentary
The Broadway Melody,"Drama, Music, Romance"
The Evil Dead,Horror
Maniac,Horror
Censored Voices,"History, Documentary"
Murderball,Documentary
American Ninja 2: The Confrontation,"Action, Adventure, Drama"
51 Birch Street,Documentary
Rotor DR1,"Science Fiction, Family"
12 Angry Men,Drama
My Dog Tulip,"Animation, Comedy, Drama"
It Happened One Night,"Comedy, Romance"
Dogtooth,Drama
Tupac: Resurrection,"Music, Documentary"
Tumbleweeds,"Comedy, Drama"
The Prophecy,"Fantasy, Horror, Thriller"
When the Cat's Away,Comedy
Pieces of April,"Comedy, Drama"
The Big Swap,
Old Joy,Drama
Wendy and Lucy,Drama
3 Backyards,Drama
Pierrot le Fou,"Drama, Thriller"
Sisters in Law,Documentary
Ayurveda: Art of Being,Documentary
Nothing But a Man,Drama
"First Love, Last Rites",Drama
Fighting Tommy Riley,"Action, Adventure, Drama"
Royal Kill,"Action, Thriller"
The Looking Glass,
Death Race 2000,"Action, Comedy, Science Fiction"
Locker 13,"Horror, Drama, Thriller"
Midnight Cabaret,Horror
Anderson's Cross,"Romance, Comedy, Drama"
Bizarre,"Drama, Romance"
Graduation Day,Horror
Some Guy Who Kills People,"Comedy, Horror, Thriller"
Compliance,"Drama, Thriller, Crime"
Chasing Amy,"Comedy, Drama, Romance"
Lovely & Amazing,"Comedy, Drama, Romance"
Death Calls,
Better Luck Tomorrow,"Crime, Drama"
The Incredibly True Adventure of Two Girls In Love,"Comedy, Drama, Romance"
Chuck & Buck,"Comedy, Drama"
American Desi,"Drama, Comedy, Romance"
Amidst the Devil's Wings,"Drama, Action, Crime"
Cube,"Thriller, Science Fiction, Mystery"
Love and Other Catastrophes,"Comedy, Romance"
I Married a Strange Person!,"Drama, Comedy, Animation"
November,"Drama, Mystery, Thriller"
Like Crazy,"Drama, Romance"
Teeth and Blood,Horror
Sugar Town,Comedy
The Motel,"Drama, Comedy"
The Canyons,"Thriller, Drama"
On the Outs,Drama
Shotgun Stories,"Drama, Thriller"
Exam,"Thriller, Mystery"
The Sticky Fingers of Time,"Science Fiction, Drama"
Sunday School Musical,Music
Rust,Drama
Ink,"Action, Fantasy"
The Christmas Bunny,"Drama, Family"
Butterfly,"Crime, Drama"
UnDivided,
The Frozen,"Horror, Thriller"
Horse Camp,"Family, Drama"
Give Me Shelter,Documentary
The Big Parade,"Drama, Romance, War"
Little Big Top,Comedy
Along the Roadside,"Romance, Comedy, Music"
Bronson,"Drama, Action, Crime"
Western Religion,Western
Burn,"Foreign, Documentary"
Urbania,"Romance, Drama"
The Stewardesses,Comedy
"The Beast from 20,000 Fathoms","Adventure, Horror, Science Fiction"
Mad Max,"Adventure, Action, Thriller, Science Fiction"
Swingers,"Comedy, Romance"
A Fistful of Dollars,Western
She Done Him Wrong,Comedy
Short Cut to Nirvana: Kumbh Mela,
The Grace Card,Drama
Middle of Nowhere,Drama
Three,"Romance, Drama, Comedy"
The Business of Fancydancing,"Music, Drama"
Call + Response,Documentary
Malevolence,"Crime, Horror, Thriller"
Reality Show,
Super Hybrid,Horror
Baghead,"Drama, Comedy, Horror"
American Beast,Horror
The Case of the Grinning Cat,Documentary
Ordet,Drama
Good Dick,"Comedy, Drama, Romance"
The Man from Earth,"Science Fiction, Drama"
The Trials Of Darryl Hunt,Documentary
Samantha: An American Girl Holiday,"Drama, Family"
Yesterday Was a Lie,"Drama, Mystery, Science Fiction, Thriller"
Theresa Is a Mother,"Music, Comedy, Drama"
H.,"Thriller, Drama, Science Fiction"
Archaeology of a Woman,Drama
Children of Heaven,"Drama, Comedy, Family"
Weekend,"Drama, Romance"
She's Gotta Have It,"Comedy, Romance"
Butterfly Girl,Documentary
The World Is Mine,Drama
Another Earth,"Drama, Science Fiction"
Sweet Sweetback's Baadasssss Song,"Action, Drama, Romance"
Perfect Cowboy,Drama
Tadpole,"Comedy, Drama, Romance"
Once,"Drama, Music, Romance"
The Woman Chaser,Drama
The Horse Boy,Documentary
When the Lights Went Out,"Thriller, Drama, Horror"
Heroes of Dirt,"Action, Drama"
A Charlie Brown Christmas,"Animation, Family, Comedy, TV Movie"
Antarctic Edge: 70° South,Documentary
Aroused,Documentary
Top Spin,Documentary
Roger & Me,"Documentary, History"
An American in Hollywood,
Sound of My Voice,"Science Fiction, Drama, Mystery"
The Blood of My Brother: A Story of Death in Iraq,
Your Sister's Sister,"Drama, Comedy"
A Dog's Breakfast,Comedy
The Married Woman,"Drama, Romance"
The Birth of a Nation,Drama
The Work and The Story,Comedy
Facing the Giants,Drama
The Gallows,"Horror, Thriller"
Eraserhead,"Drama, Fantasy, Horror, Science Fiction"
Hollywood Shuffle,Comedy
The Mighty,"Comedy, Drama"
Penitentiary,"Action, Drama"
The Lost Skeleton of Cadavra,"Comedy, Horror, Science Fiction"
Dude Where's My Dog?,Family
Cheap Thrills,"Drama, Comedy, Crime"
Indie Game: The Movie,Documentary
Straightheads,Thriller
Open Secret,"Crime, Mystery, Thriller"
Echo Dr.,"Thriller, Action, Drama, Science Fiction"
The Night Visitor,"Crime, Horror"
The Past Is a Grotesque Animal,"Documentary, Music"
"Peace, Propaganda & the Promised Land",Documentary
Pi,"Mystery, Drama, Thriller"
"I Love You, Don't Touch Me!","Comedy, Romance"
20 Dates,"Romance, Comedy"
Queen Crab,Science Fiction
Super Size Me,"Documentary, Comedy, Drama"
The FP,Comedy
Happy Christmas,"Comedy, Drama"
The Brain That Wouldn't Die,"Horror, Science Fiction"
Tiger Orange,Drama
Supporting Characters,"Drama, Comedy"
Absentia,"Mystery, Horror, Thriller"
The Brothers McMullen,"Comedy, Drama, Romance"
The Dirties,Drama
Gabriela,"Drama, Romance"
Tiny Furniture,"Romance, Comedy, Drama"
Hayride,"Thriller, Horror"
The Naked Ape,"Drama, Comedy, Family"
Counting,Documentary
The Call of Cthulhu,"Horror, Thriller, Fantasy"
Bending Steel,Documentary
The Signal,"Thriller, Science Fiction"
The Image Revolution,Documentary
This Is Martin Bonner,Drama
A True Story,Comedy
George Washington,Drama
Smiling Fish & Goat On Fire,"Comedy, Romance"
Dawn of the Crescent Moon,"Thriller, Drama, Science Fiction"
Raymond Did It,Horror
The Last Waltz,"Documentary, Music"
"Run, Hide, Die","Thriller, Horror"
The Exploding Girl,"Drama, Romance"
The Legend of God's Gun,"Action, Western"
Mutual Appreciation,"Drama, Comedy"
Her Cry: La Llorona Investigation,Horror
Down Terrace,"Drama, Action, Comedy"
Clerks,Comedy
Pink Narcissus,"Drama, Romance"
Funny Ha Ha,"Drama, Comedy"
In the Company of Men,"Comedy, Drama"
Manito,Drama
Rampage,"Action, Drama, Crime, Thriller"
Slacker,Comedy
Dutch Kills,"Thriller, Crime, Drama"
Dry Spell,"Comedy, Romance"
Flywheel,"Drama, Family"
Backmask,"Thriller, Horror"
The Puffy Chair,"Drama, Comedy, Romance"
Stories of Our Lives,Drama
Breaking Upwards,"Comedy, Romance"
All Superheroes Must Die,"Science Fiction, Thriller"
Pink Flamingos,"Horror, Comedy, Crime"
Clean,Drama
The Circle,"Drama, Foreign"
Tin Can Man,Horror
Cure,"Crime, Horror, Mystery, Thriller"
On The Downlow,Drama
Sanctuary: Quite a Conundrum,"Thriller, Horror, Comedy"
Bang,Drama
Primer,"Science Fiction, Drama, Thriller"
Cavite,"Foreign, Thriller"
El Mariachi,"Action, Crime, Thriller"
